run_name,date,time,timestamp,model,lineage,generation,real_percent,real_loss,perplexity,output_entropy_nats,output_entropy_bits,distinct_1,distinct_2,distinct_3,distinct_4
p160m-mix0-real-20260814-115732,2026-08-14,11:57:52,2026-08-14T11:57:52,EleutherAI/pythia-160m-deduped,real,0,100.0,3.29206,26.8982,3.177778,4.584565,0.160034,0.654201,0.856158,0.92255
p160m-mix0-real-20260814-115732,2026-08-14,11:58:38,2026-08-14T11:58:38,EleutherAI/pythia-160m-deduped,real,1,100.0,3.265378,26.19,2.632997,3.798612,0.078949,0.541677,0.797978,0.872667
p160m-mix0-real-20260814-115732,2026-08-14,11:59:34,2026-08-14T11:59:34,EleutherAI/pythia-160m-deduped,real,2,100.0,3.267016,26.2329,2.473983,3.569203,0.113098,0.564426,0.785478,0.859436
p160m-mix0-real-20260814-115732,2026-08-14,12:00:30,2026-08-14T12:00:30,EleutherAI/pythia-160m-deduped,real,3,100.0,3.259931,26.0477,2.467583,3.55997,0.117371,0.552715,0.75144,0.822753
p160m-mix0-real-20260814-115732,2026-08-14,12:01:26,2026-08-14T12:01:26,EleutherAI/pythia-160m-deduped,real,4,100.0,3.264072,26.1558,2.362094,3.407781,0.107819,0.523453,0.718627,0.79488
p160m-mix0-real-20260814-115732,2026-08-14,12:02:21,2026-08-14T12:02:21,EleutherAI/pythia-160m-deduped,real,5,100.0,3.256997,25.9714,2.331849,3.364147,0.113647,0.52223,0.722457,0.802493
